15,-69,-87,
15,-69,-86,
15,-70,-84,
15,-70,-84,
15,-68,-87,
15,-69,-86,
15,-68,-86,
15,-68,-87,
15,-67,-89,
15,-68,-86,
15,-69,-85,
15,-69,-84,
15,-70,-86,
15,-72,,
20,-75,-93,,-92
20,-75,-89,,-89
20,-74,-94,,-91
20,-75,-92,,-90
20,-75,-91,,-92
20,-75,-91,,-95
20,-74,-93,,-89
20,-76,-92,,-90
20,-76,-99,,-91
20,-75,-94,,-91
20,-76,-93,,-94
20,-75,-93,,-92
20,-74,-89,,-91
20,-75,-91,,-95
20,-76,-95,,-91
20,-75,-91,,-94
20,-75,-92,,-90
20,-75,-91,,-90
20,-77,-90,,-90
20,-77,-91,,-90
20,-80,-91,,-90
20,-80,-90,,-90
20,-80,-91,,-89
20,-80,-92,,-92
20,-80,-92,,-93
20,-78,-90,,-91
20,-78,-93,
20,-78,-92,
20,-78,-94,
20,-78,-95,
20,-77,-95,
20,-77,-94,
20,-78,-93,
20,-80,-93,
20,,-93,
25,-76,-86,-92
25,-78,-90,-92
25,-77,-89,-92
25,-78,-89,-91
25,-75,-86,-93
25,-77,-89,-90
25,-76,-90,-90
25,-77,-89,-90
25,-79,-90,-90
25,-79,-88,-88
25,-78,-89,-91
25,-78,-90,-89
25,-78,-90,-93
25,-75,-92,-91
25,-76,-92,-91
25,-75,-89,-90
25,-76,-94,-93
25,-75,-92,-91
25,-77,-93,-91
25,-75,-91,-90
25,-75,-90,-92
25,-75,-88,-91
25,-76,-87,-93
25,-76,-88,-90
25,-76,-88,-92
25,-76,-87,-92
25,-78,-89,-90
25,-76,-89,-91
25,-76,-89,-90
25,-76,-90,-92
25,-77,-89,-91
25,-76,-88,-91
25,-76,-88,-90
25,-77,-88,-91
25,-78,-88,-90
50,-86,-96,-97
50,-90,-97,-94
50,-89,-98,-91
50,-88,-98,-93
50,-88,-96,-93
50,-89,-95,-97
50,-85,-94,-95
50,-85,-96,-95
50,-83,-96,-95
50,-85,-95,-95
50,-85,-95,-99
50,-83,-96,-97
50,-85,-96,-98
50,-84,-97,-99
50,-87,-96,-97
50,-86,-97,-97
50,-90,-96,-98
50,-91,-98,-97
50,-89,-98,-99
50,-90,-96,-98
50,-84,-98,-99
50,-84,-97,-99
50,-87,-98,-99
50,-86,-97,-99
50,-87,-97,-99
50,-84,-96,-99
50,-85,-96,-99
50,-82,-96,-99
50,-82,-96,-99
50,-82,-95,-99
50,-88,-96,-98
50,-86,-96,-99
50,-85,-96,-98
50,-86,-95,-99
50,-86,-97,
75,-90,-100,
75,-87,-98,
75,-85,-98,
75,-85,-97,
75,-85,-98,
75,-85,-98,
75,-85,-98,
75,-86,-99,
75,-84,-99,
75,-84,-99,
75,-84,-98,
75,-89,-99,
75,-86,-98,
75,-83,-99,
75,-84,-98,
75,-84,-98,
75,-82,-99,
75,-84,-98,
75,-82,-98,
75,-82,-98,
75,-81,-98,
75,-81,-98,
75,-81,-97,
75,-81,-98,
75,-81,-98,
75,-81,-99,
75,-81,-98,
75,-82,-97,
75,-82,-99,
75,-81,-99,
75,-81,-98,
75,-80,-99,
75,-83,-98,
75,-82,-98,
